player_id,date,home_game,opp,TOI,saves,save_perc,goals_against,shots_against,decision,shutout,save_pctg,ot,fantasy_points
8478039,2023-02-09,False,@FLA,58:57,38,0.95,2,40,L,0,0.95,0,19.599999999999998
8476914,2023-02-25,True,EDM,59:33,42,0.893617,5,47,W,0,0.893617,0,17.9
8476914,2023-02-23,True,MIN,57:01,23,0.92,2,25,L,0,0.92,0,9.099999999999998
8476914,2023-02-18,False,@DAL,59:25,28,0.965517,1,29,W,0,0.965517,0,22.099999999999998
8476914,2023-02-16,True,WPG,60:00,37,0.973684,1,38,W,0,0.973684,0,28.4
8476914,2023-02-10,True,TOR,60:00,38,0.926829,3,41,L,0,0.926829,0,16.099999999999998
8478007,2023-02-26,False,@MIN,64:40,41,0.931818,3,44,O,0,0.931818,1,20.2
8478007,2023-02-19,False,@ARI,62:00,22,0.88,3,25,O,0,0.88,1,6.899999999999999
8478007,2023-02-14,True,NJD,60:00,29,0.90625,3,32,L,0,0.90625,0,9.799999999999997
8478007,2023-02-11,False,@TOR,60:00,26,0.896552,3,29,W,0,0.896552,0,13.7
8478007,2023-01-28,False,@SEA,56:55,28,0.903226,3,31,L,0,0.903226,0,9.099999999999998
8470594,2023-02-26,True,CBJ,64:40,22,0.916667,2,24,W,0,0.916667,0,14.399999999999999
8470594,2023-02-23,False,@CBJ,60:00,30,1.0,0,30,W,1,1.0,0,31.0
8470594,2023-02-15,True,COL,57:50,16,0.842105,3,19,L,0,0.842105,0,0.6999999999999993
8470594,2023-02-09,True,VGK,39:59,18,0.782609,5,23,L,0,0.782609,0,-4.9
8470594,2023-02-06,False,@ARI,58:47,33,0.916667,3,36,L,0,0.916667,0,12.599999999999998
8479406,2023-02-24,False,@TOR,60:44,22,0.916667,2,24,O,0,0.916667,1,10.399999999999999
8479406,2023-02-21,True,LAK,59:23,33,0.970588,1,34,W,0,0.970588,0,25.599999999999998
8479406,2023-02-19,True,NSH,60:00,23,0.884615,3,26,W,0,0.884615,0,11.599999999999998
8479406,2023-02-17,True,DAL,64:56,29,0.966667,1,30,W,0,0.966667,0,22.799999999999997
8479406,2023-02-13,True,FLA,64:55,33,0.970588,1,34,O,0,0.970588,1,21.599999999999998
8476945,2023-02-24,True,COL,40:00,21,0.807692,5,26,L,0,0.807692,0,-2.8000000000000007
8476945,2023-02-22,False,@NYI,57:52,20,0.909091,2,22,L,0,0.909091,0,7.0
8476945,2023-02-20,False,@NYR,60:00,50,0.980392,1,51,W,0,0.980392,0,37.5
8476945,2023-02-19,False,@NJD,59:34,25,0.892857,3,28,L,0,0.892857,0,7.0
8476945,2023-02-11,True,CHI,60:00,31,0.96875,1,32,W,0,0.96875,0,24.2
8479496,2023-02-16,False,@CBJ,57:53,21,0.913043,2,23,L,0,0.913043,0,7.699999999999999
8479496,2023-02-14,True,SEA,65:00,27,0.931034,2,29,W,0,0.931034,0,17.9
8479496,2023-01-22,False,@PHI,59:50,28,0.903226,3,31,W,0,0.903226,0,15.099999999999998
8478872,2023-02-22,True,CGY,60:00,45,0.882353,6,51,L,0,0.882353,0,10.499999999999996
8478872,2023-02-13,False,@NSH,60:00,29,0.935484,2,31,W,0,0.935484,0,19.299999999999997
8478872,2023-02-11,False,@STL,60:24,31,0.837838,6,37,O,0,0.837838,1,2.6999999999999993
8478872,2023-02-06,True,MIN,60:00,33,0.942857,2,35,W,0,0.942857,0,22.099999999999998
8478971,2023-02-19,True,CBJ,62:00,34,0.944444,2,36,W,0,0.944444,0,22.799999999999997
8478971,2023-02-18,False,@LAK,48:45,23,1.0,0,23,O,0,1.0,1,18.099999999999998
8478971,2023-02-15,True,TBL,65:00,47,1.0,0,47,W,1,1.0,0,42.9
8478971,2023-02-10,False,@CHI,63:37,40,0.909091,4,44,O,0,0.909091,1,16.0
8478971,2023-01-28,False,@ANA,63:34,43,0.955556,2,45,O,0,0.955556,1,25.099999999999998
8480313,2023-02-09,False,@MIN,41:19,23,0.958333,1,24,W,0,0.958333,0,18.599999999999998
8480313,2023-01-28,False,@NYI,64:08,36,0.947368,2,38,O,0,0.947368,1,20.2
8480313,2023-01-24,False,@NJD,63:54,33,0.916667,3,36,O,0,0.916667,1,14.599999999999998
8480313,2023-01-22,False,@ARI,58:18,19,0.863636,3,22,L,0,0.863636,0,2.799999999999999
8480313,2023-01-21,True,WSH,60:00,20,0.909091,2,22,W,0,0.909091,0,13.0
8476316,2023-02-25,True,DAL,65:00,41,0.953488,2,43,O,0,0.953488,1,23.7
8476316,2023-02-23,True,CGY,60:42,25,0.892857,3,28,W,0,0.892857,0,13.0
8476316,2023-02-21,False,@CHI,65:00,37,0.948718,2,39,O,0,0.948718,1,20.9
8478499,2023-02-18,True,TBL,60:00,20,0.833333,4,24,W,0,0.833333,0,6.0
8478499,2023-02-16,True,SJS,60:00,25,0.961538,1,26,W,0,0.961538,0,20.0
8478499,2023-02-12,True,ANA,60:00,23,0.92,2,25,W,0,0.92,0,15.099999999999998
8478499,2023-02-07,False,@NSH,60:00,16,0.941176,1,17,W,0,0.941176,0,13.7
8474889,2023-02-20,False,@SJS,60:00,20,0.869565,4,23,L,0,0.869565,0,0.0
8474889,2023-02-10,False,@NYR,57:54,22,0.814815,5,27,L,0,0.814815,0,-2.1000000000000014
8474889,2023-02-07,False,@NYI,60:00,24,0.857143,4,28,L,0,0.857143,0,2.799999999999997
8474889,2023-01-27,True,CGY,59:38,33,0.891892,4,37,L,0,0.891892,0,9.099999999999998
8474889,2023-01-25,True,VAN,60:00,19,0.95,1,20,W,0,0.95,0,15.799999999999999
8475831,2023-02-23,True,BOS,58:32,27,0.818182,6,33,L,0,0.818182,0,-2.1000000000000014
8475831,2023-02-18,True,DET,60:00,21,0.913043,2,23,W,0,0.913043,0,13.7
8475831,2023-02-16,True,PHI,59:42,17,0.894737,2,19,W,0,0.894737,0,10.899999999999999
8475831,2023-02-14,False,@WPG,64:58,38,0.95,2,40,O,0,0.95,1,21.599999999999998
8475831,2023-02-12,False,@PHI,60:00,15,0.833333,3,18,W,0,0.833333,0,6.0
